gene_name,lfc_ctrl,lfc,compare
KIAA1522,-0.368,-0.479,"GCN1 sgRNA 3,4"
NAB1,-0.03,-0.479,"GCN1 sgRNA 3,4"
FYCO1,-0.623,-0.479,"GCN1 sgRNA 3,4"
ALDH5A1,-0.232,-0.479,"GCN1 sgRNA 3,4"
BRI3,-0.809,-0.479,"GCN1 sgRNA 3,4"
LAPTM4B,-0.343,-0.479,"GCN1 sgRNA 3,4"
NLRX1,-0.132,-0.479,"GCN1 sgRNA 3,4"
IRX3,0.466,-0.479,"GCN1 sgRNA 3,4"
FECH,-0.244,-0.479,"GCN1 sgRNA 3,4"
ENPP4,0.226,-0.48,"GCN1 sgRNA 3,4"
URGCP,-0.257,-0.48,"GCN1 sgRNA 3,4"
SYPL1,-0.202,-0.48,"GCN1 sgRNA 3,4"
SLC52A2,-0.431,-0.48,"GCN1 sgRNA 3,4"
PACS1,-0.099,-0.48,"GCN1 sgRNA 3,4"
DENND10,-0.279,-0.48,"GCN1 sgRNA 3,4"
RAB15,-0.281,-0.48,"GCN1 sgRNA 3,4"
ACLY,-0.492,-0.48,"GCN1 sgRNA 3,4"
CEBPA,-0.023,-0.48,"GCN1 sgRNA 3,4"
ASAH1,-0.17,-0.481,"GCN1 sgRNA 3,4"
ASPH,-0.329,-0.481,"GCN1 sgRNA 3,4"
ARL2,-0.496,-0.481,"GCN1 sgRNA 3,4"
COCH,-0.332,-0.481,"GCN1 sgRNA 3,4"
HOMEZ,0.07,-0.481,"GCN1 sgRNA 3,4"
IMPA2,-0.188,-0.481,"GCN1 sgRNA 3,4"
CMTM7,-0.251,-0.482,"GCN1 sgRNA 3,4"
CD47,-0.404,-0.482,"GCN1 sgRNA 3,4"
ITGA7,-0.295,-0.483,"GCN1 sgRNA 3,4"
PPP1R3E,0.169,-0.483,"GCN1 sgRNA 3,4"
COL6A1,-0.607,-0.483,"GCN1 sgRNA 3,4"
SLC12A7,-0.354,-0.484,"GCN1 sgRNA 3,4"
ATP11A,-0.741,-0.484,"GCN1 sgRNA 3,4"
RPL26,-1.197,-0.484,"GCN1 sgRNA 3,4"
PTGR3,0.427,-0.484,"GCN1 sgRNA 3,4"
TSPAN17,-0.412,-0.485,"GCN1 sgRNA 3,4"
TMEM268,-0.634,-0.486,"GCN1 sgRNA 3,4"
ATP13A2,-0.581,-0.487,"GCN1 sgRNA 3,4"
JADE2,0.534,-0.487,"GCN1 sgRNA 3,4"
IMPDH1,-0.262,-0.487,"GCN1 sgRNA 3,4"
ERCC6L,-0.267,-0.487,"GCN1 sgRNA 3,4"
SHLD2,-0.204,-0.487,"GCN1 sgRNA 3,4"
VTI1B,-0.589,-0.487,"GCN1 sgRNA 3,4"
CHSY1,-0.387,-0.487,"GCN1 sgRNA 3,4"
DNAJC5,-0.436,-0.487,"GCN1 sgRNA 3,4"
ARHGEF9,0.072,-0.488,"GCN1 sgRNA 3,4"
EBPL,-0.473,-0.488,"GCN1 sgRNA 3,4"
HSBP1,-0.453,-0.488,"GCN1 sgRNA 3,4"
ADIPOR1,-0.895,-0.489,"GCN1 sgRNA 3,4"
SLC5A6,-0.401,-0.489,"GCN1 sgRNA 3,4"
NIT2,-0.605,-0.489,"GCN1 sgRNA 3,4"
FGF2,0.256,-0.489,"GCN1 sgRNA 3,4"
PRSS23,0.434,-0.489,"GCN1 sgRNA 3,4"
HYOU1,-0.55,-0.489,"GCN1 sgRNA 3,4"
LPCAT2,-0.482,-0.489,"GCN1 sgRNA 3,4"
ANP32E,-0.336,-0.49,"GCN1 sgRNA 3,4"
CANX,-0.52,-0.49,"GCN1 sgRNA 3,4"
CCNG1,-0.555,-0.49,"GCN1 sgRNA 3,4"
C8orf88,-0.37,-0.49,"GCN1 sgRNA 3,4"
THYN1,-0.233,-0.49,"GCN1 sgRNA 3,4"
USB1,-0.47,-0.49,"GCN1 sgRNA 3,4"
CSTB,-0.828,-0.49,"GCN1 sgRNA 3,4"
TMCC2,-0.54,-0.491,"GCN1 sgRNA 3,4"
GPR160,-0.273,-0.491,"GCN1 sgRNA 3,4"
PGM2,-0.246,-0.491,"GCN1 sgRNA 3,4"
ITPR3,-0.467,-0.491,"GCN1 sgRNA 3,4"
SEPHS1,-0.19,-0.491,"GCN1 sgRNA 3,4"
PPP1CC,-0.545,-0.491,"GCN1 sgRNA 3,4"
HMGB1,-0.659,-0.491,"GCN1 sgRNA 3,4"
NEK3,-0.088,-0.491,"GCN1 sgRNA 3,4"
CRELD2,-0.343,-0.491,"GCN1 sgRNA 3,4"
SLC25A24,-0.26,-0.492,"GCN1 sgRNA 3,4"
ECE1,-0.691,-0.492,"GCN1 sgRNA 3,4"
NOD1,0.649,-0.492,"GCN1 sgRNA 3,4"
ESPL1,-0.974,-0.492,"GCN1 sgRNA 3,4"
CDH24,-0.375,-0.492,"GCN1 sgRNA 3,4"
TMEM50A,-0.68,-0.493,"GCN1 sgRNA 3,4"
TRAM2,-0.324,-0.493,"GCN1 sgRNA 3,4"
GLTP,-0.283,-0.493,"GCN1 sgRNA 3,4"
SLC38A10,-0.523,-0.493,"GCN1 sgRNA 3,4"
ABCB10,-0.129,-0.494,"GCN1 sgRNA 3,4"
SEPTIN11,-0.342,-0.494,"GCN1 sgRNA 3,4"
FAM3A,-0.426,-0.494,"GCN1 sgRNA 3,4"
DOCK8,0.048,-0.494,"GCN1 sgRNA 3,4"
RAPGEF1,-0.581,-0.494,"GCN1 sgRNA 3,4"
ARHGAP21,-0.475,-0.494,"GCN1 sgRNA 3,4"
LDHB,-0.95,-0.494,"GCN1 sgRNA 3,4"
CDK5R1,-0.727,-0.494,"GCN1 sgRNA 3,4"
PHTF1,-0.083,-0.495,"GCN1 sgRNA 3,4"
SSX2IP,0.009,-0.495,"GCN1 sgRNA 3,4"
GOLGA3,-0.582,-0.495,"GCN1 sgRNA 3,4"
SORD,-0.136,-0.495,"GCN1 sgRNA 3,4"
TIFA,0.452,-0.496,"GCN1 sgRNA 3,4"
SENP3,-1.064,-0.496,"GCN1 sgRNA 3,4"
SOX2,0.304,-0.497,"GCN1 sgRNA 3,4"
CAP2,0.167,-0.497,"GCN1 sgRNA 3,4"
BBS9,-0.364,-0.497,"GCN1 sgRNA 3,4"
DPY19L1,-0.377,-0.497,"GCN1 sgRNA 3,4"
HPS1,-0.62,-0.497,"GCN1 sgRNA 3,4"
FRMD6,-0.162,-0.497,"GCN1 sgRNA 3,4"
MPP2,-0.171,-0.497,"GCN1 sgRNA 3,4"
DSG2,-0.436,-0.497,"GCN1 sgRNA 3,4"
TLE5,-0.677,-0.497,"GCN1 sgRNA 3,4"
BAP1,-0.785,-0.498,"GCN1 sgRNA 3,4"
CDS1,-0.217,-0.498,"GCN1 sgRNA 3,4"
PDE4A,0.255,-0.498,"GCN1 sgRNA 3,4"
SUMO1,-0.639,-0.499,"GCN1 sgRNA 3,4"
ZFTA,-0.43,-0.499,"GCN1 sgRNA 3,4"
TUBA1B,-0.706,-0.5,"GCN1 sgRNA 3,4"
TBC1D4,-0.131,-0.5,"GCN1 sgRNA 3,4"
TTC3,-0.344,-0.5,"GCN1 sgRNA 3,4"
TSC22D4,-0.608,-0.501,"GCN1 sgRNA 3,4"
MTM1,-0.122,-0.501,"GCN1 sgRNA 3,4"
MGST1,-0.586,-0.501,"GCN1 sgRNA 3,4"
IFNAR1,-0.402,-0.501,"GCN1 sgRNA 3,4"
CCND3,0.008,-0.502,"GCN1 sgRNA 3,4"
MED22,-0.205,-0.502,"GCN1 sgRNA 3,4"
ARL1,-0.449,-0.502,"GCN1 sgRNA 3,4"
LLGL1,-0.388,-0.502,"GCN1 sgRNA 3,4"
NPL,-0.283,-0.503,"GCN1 sgRNA 3,4"
NAV1,0.272,-0.503,"GCN1 sgRNA 3,4"
EVL,-0.441,-0.503,"GCN1 sgRNA 3,4"
ABCA3,-0.206,-0.503,"GCN1 sgRNA 3,4"
RNF213,-0.488,-0.503,"GCN1 sgRNA 3,4"
TMED5,-0.583,-0.504,"GCN1 sgRNA 3,4"
ARSB,-0.221,-0.504,"GCN1 sgRNA 3,4"
BMPR1A,-0.074,-0.504,"GCN1 sgRNA 3,4"
NPC2,-0.646,-0.504,"GCN1 sgRNA 3,4"
MSRB1,-0.311,-0.504,"GCN1 sgRNA 3,4"
PRR5,-0.033,-0.504,"GCN1 sgRNA 3,4"
POLR3G,-0.288,-0.505,"GCN1 sgRNA 3,4"
CCNQ,-0.449,-0.505,"GCN1 sgRNA 3,4"
NDFIP1,-0.403,-0.506,"GCN1 sgRNA 3,4"
FXYD5,-0.477,-0.506,"GCN1 sgRNA 3,4"
ISOC2,-0.705,-0.506,"GCN1 sgRNA 3,4"
MICOS13,-0.726,-0.506,"GCN1 sgRNA 3,4"
CAMK4,-0.093,-0.507,"GCN1 sgRNA 3,4"
ATP6V0E1,-0.89,-0.507,"GCN1 sgRNA 3,4"
PIR,-0.801,-0.507,"GCN1 sgRNA 3,4"
GSR,-0.405,-0.507,"GCN1 sgRNA 3,4"
MAPK8,-0.515,-0.507,"GCN1 sgRNA 3,4"
MZT1,-0.458,-0.507,"GCN1 sgRNA 3,4"
EML3,-0.23,-0.508,"GCN1 sgRNA 3,4"
GOLM2,-0.598,-0.509,"GCN1 sgRNA 3,4"
MLLT6,-0.419,-0.509,"GCN1 sgRNA 3,4"
SEL1L3,-0.447,-0.51,"GCN1 sgRNA 3,4"
SAYSD1,-0.543,-0.51,"GCN1 sgRNA 3,4"
KIAA1549,-0.081,-0.51,"GCN1 sgRNA 3,4"
VDAC3,-0.446,-0.51,"GCN1 sgRNA 3,4"
FGFR1,-0.911,-0.51,"GCN1 sgRNA 3,4"
TMC6,-0.4,-0.51,"GCN1 sgRNA 3,4"
BID,-0.447,-0.51,"GCN1 sgRNA 3,4"
PRKAG2,0.372,-0.511,"GCN1 sgRNA 3,4"
CCM2,-0.204,-0.511,"GCN1 sgRNA 3,4"
UBAC1,-0.229,-0.511,"GCN1 sgRNA 3,4"
DENND2B,-0.312,-0.511,"GCN1 sgRNA 3,4"
FBXL19,-0.712,-0.511,"GCN1 sgRNA 3,4"
PDIA5,-0.289,-0.512,"GCN1 sgRNA 3,4"
SLC4A11,0.172,-0.512,"GCN1 sgRNA 3,4"
QDPR,-0.117,-0.513,"GCN1 sgRNA 3,4"
LCP1,-0.498,-0.513,"GCN1 sgRNA 3,4"
CIAO2A,-0.783,-0.513,"GCN1 sgRNA 3,4"
NLK,-0.589,-0.513,"GCN1 sgRNA 3,4"
IER3IP1,-0.577,-0.513,"GCN1 sgRNA 3,4"
DNPEP,-0.277,-0.514,"GCN1 sgRNA 3,4"
WDR82,-0.643,-0.514,"GCN1 sgRNA 3,4"
SFXN1,-0.53,-0.514,"GCN1 sgRNA 3,4"
NPDC1,0,-0.514,"GCN1 sgRNA 3,4"
CAT,0.09,-0.514,"GCN1 sgRNA 3,4"
CDC25B,-0.385,-0.514,"GCN1 sgRNA 3,4"
LRP8,-0.481,-0.515,"GCN1 sgRNA 3,4"
EPRS1,-0.506,-0.515,"GCN1 sgRNA 3,4"
PALM,-0.603,-0.515,"GCN1 sgRNA 3,4"
TOMM40L,-0.569,-0.516,"GCN1 sgRNA 3,4"
ASAP2,0.087,-0.516,"GCN1 sgRNA 3,4"
SLC22A5,-0.154,-0.516,"GCN1 sgRNA 3,4"
PDZD4,0.186,-0.516,"GCN1 sgRNA 3,4"
PELI3,-0.326,-0.516,"GCN1 sgRNA 3,4"
PRCP,-0.485,-0.516,"GCN1 sgRNA 3,4"
ARHGAP11A,-0.207,-0.516,"GCN1 sgRNA 3,4"
SMYD2,-0.121,-0.517,"GCN1 sgRNA 3,4"
ELOVL6,0.07,-0.517,"GCN1 sgRNA 3,4"
CNNM1,0.565,-0.517,"GCN1 sgRNA 3,4"
CYB5A,-0.722,-0.517,"GCN1 sgRNA 3,4"
NDRG3,-0.307,-0.517,"GCN1 sgRNA 3,4"
SH3BP5L,-0.478,-0.518,"GCN1 sgRNA 3,4"
KDELR2,-0.487,-0.518,"GCN1 sgRNA 3,4"
BDH2,-0.396,-0.519,"GCN1 sgRNA 3,4"
MAP3K5,0.725,-0.519,"GCN1 sgRNA 3,4"
CISD3,-0.5,-0.519,"GCN1 sgRNA 3,4"
SAMD1,0.313,-0.519,"GCN1 sgRNA 3,4"
PTMA,-0.781,-0.52,"GCN1 sgRNA 3,4"
POLR2B,-0.485,-0.52,"GCN1 sgRNA 3,4"
PRKX,-0.519,-0.52,"GCN1 sgRNA 3,4"
NT5DC2,-0.675,-0.521,"GCN1 sgRNA 3,4"
SIAH2,0.161,-0.521,"GCN1 sgRNA 3,4"
MLF1,-0.638,-0.521,"GCN1 sgRNA 3,4"
TOP2B,-0.402,-0.521,"GCN1 sgRNA 3,4"
KLHL5,-0.033,-0.521,"GCN1 sgRNA 3,4"
ABTB3,0.121,-0.521,"GCN1 sgRNA 3,4"
DROSHA,-0.554,-0.522,"GCN1 sgRNA 3,4"
ME1,0.01,-0.522,"GCN1 sgRNA 3,4"
CLDN12,-0.404,-0.522,"GCN1 sgRNA 3,4"
MICU1,-0.841,-0.522,"GCN1 sgRNA 3,4"
ZCRB1,-0.829,-0.522,"GCN1 sgRNA 3,4"
HSP90B1,-0.787,-0.522,"GCN1 sgRNA 3,4"
C14orf93,-0.47,-0.522,"GCN1 sgRNA 3,4"
MT-ND5,-0.537,-0.522,"GCN1 sgRNA 3,4"
PGK1,-0.53,-0.523,"GCN1 sgRNA 3,4"
INTS10,-0.16,-0.523,"GCN1 sgRNA 3,4"
SEC23A,-0.477,-0.523,"GCN1 sgRNA 3,4"
TMEM50B,-0.295,-0.523,"GCN1 sgRNA 3,4"
AGPAT1,-0.496,-0.524,"GCN1 sgRNA 3,4"
VMA21,-0.453,-0.524,"GCN1 sgRNA 3,4"
PRDX4,-0.69,-0.524,"GCN1 sgRNA 3,4"
TXN,-0.827,-0.524,"GCN1 sgRNA 3,4"
SLC48A1,-0.275,-0.524,"GCN1 sgRNA 3,4"
NAA20,-0.652,-0.524,"GCN1 sgRNA 3,4"
TRIM45,0.432,-0.525,"GCN1 sgRNA 3,4"
FAM89A,-0.423,-0.525,"GCN1 sgRNA 3,4"
AGRN,-0.604,-0.525,"GCN1 sgRNA 3,4"
EOGT,-0.205,-0.525,"GCN1 sgRNA 3,4"
WASHC2C,-0.192,-0.525,"GCN1 sgRNA 3,4"
WDR45B,-0.116,-0.525,"GCN1 sgRNA 3,4"
CADM1,-0.268,-0.526,"GCN1 sgRNA 3,4"
SIX5,0.053,-0.526,"GCN1 sgRNA 3,4"
MPZL1,-0.406,-0.527,"GCN1 sgRNA 3,4"
MLLT11,-0.715,-0.527,"GCN1 sgRNA 3,4"
ARL5A,-0.314,-0.527,"GCN1 sgRNA 3,4"
MARCKS,-0.482,-0.527,"GCN1 sgRNA 3,4"
FOXM1,-0.487,-0.527,"GCN1 sgRNA 3,4"
UBE2L3,-0.799,-0.527,"GCN1 sgRNA 3,4"
STAT6,-0.267,-0.528,"GCN1 sgRNA 3,4"
EIF5A,-0.816,-0.528,"GCN1 sgRNA 3,4"
NCOA1,-0.15,-0.529,"GCN1 sgRNA 3,4"
SLC35B2,-0.56,-0.529,"GCN1 sgRNA 3,4"
ANKS6,-0.502,-0.529,"GCN1 sgRNA 3,4"
FZD8,-0.696,-0.529,"GCN1 sgRNA 3,4"
LRP10,-0.604,-0.529,"GCN1 sgRNA 3,4"
PGRMC2,-0.262,-0.53,"GCN1 sgRNA 3,4"
NOMO1,-0.713,-0.53,"GCN1 sgRNA 3,4"
SLX4,-0.58,-0.53,"GCN1 sgRNA 3,4"
SCCPDH,-0.264,-0.531,"GCN1 sgRNA 3,4"
MXD4,-0.611,-0.531,"GCN1 sgRNA 3,4"
HMGN3,-0.692,-0.531,"GCN1 sgRNA 3,4"
SLC25A5,-0.709,-0.531,"GCN1 sgRNA 3,4"
CPNE3,-0.528,-0.532,"GCN1 sgRNA 3,4"
HNRNPA1,-0.655,-0.532,"GCN1 sgRNA 3,4"
DGLUCY,0.165,-0.532,"GCN1 sgRNA 3,4"
MT-CYB,-0.648,-0.532,"GCN1 sgRNA 3,4"
HMGN5,-0.494,-0.533,"GCN1 sgRNA 3,4"
TMEM54,-0.328,-0.534,"GCN1 sgRNA 3,4"
POGLUT3,-0.351,-0.534,"GCN1 sgRNA 3,4"
TMEM219,-0.299,-0.534,"GCN1 sgRNA 3,4"
GRN,-0.575,-0.534,"GCN1 sgRNA 3,4"
TMEM230,-0.545,-0.534,"GCN1 sgRNA 3,4"
CUL3,-0.861,-0.535,"GCN1 sgRNA 3,4"
ATRAID,-0.612,-0.535,"GCN1 sgRNA 3,4"
FBXO9,-0.376,-0.535,"GCN1 sgRNA 3,4"
RABL6,-0.618,-0.535,"GCN1 sgRNA 3,4"
TBC1D8,-0.473,-0.537,"GCN1 sgRNA 3,4"
RBPMS,-0.276,-0.537,"GCN1 sgRNA 3,4"
CNN2,-0.182,-0.537,"GCN1 sgRNA 3,4"
UBE4B,-0.338,-0.538,"GCN1 sgRNA 3,4"
TFDP1,-0.44,-0.538,"GCN1 sgRNA 3,4"
FASTKD5,-0.715,-0.538,"GCN1 sgRNA 3,4"
DYRK3,0.3,-0.539,"GCN1 sgRNA 3,4"
PDE4DIP,0.016,-0.539,"GCN1 sgRNA 3,4"
MDFIC,0.133,-0.539,"GCN1 sgRNA 3,4"
PACSIN3,0.044,-0.539,"GCN1 sgRNA 3,4"
SH3PXD2A,-0.754,-0.539,"GCN1 sgRNA 3,4"
MRPL42,-0.528,-0.539,"GCN1 sgRNA 3,4"
MT-CO1,-0.568,-0.539,"GCN1 sgRNA 3,4"
TCF7L1,-0.152,-0.54,"GCN1 sgRNA 3,4"
NKX6-1,-0.37,-0.54,"GCN1 sgRNA 3,4"
RPS23,-0.996,-0.54,"GCN1 sgRNA 3,4"
SNX8,-0.434,-0.54,"GCN1 sgRNA 3,4"
REXO2,-0.886,-0.54,"GCN1 sgRNA 3,4"
RTN3,-0.479,-0.54,"GCN1 sgRNA 3,4"
NRP1,0.334,-0.54,"GCN1 sgRNA 3,4"
TACC2,-0.104,-0.54,"GCN1 sgRNA 3,4"
SLCO4A1,-0.001,-0.54,"GCN1 sgRNA 3,4"
SIRT2,-0.567,-0.54,"GCN1 sgRNA 3,4"
EIF2AK2,-0.135,-0.541,"GCN1 sgRNA 3,4"
ELOVL2,-0.104,-0.541,"GCN1 sgRNA 3,4"
JOSD2,-0.623,-0.541,"GCN1 sgRNA 3,4"
H6PD,-0.21,-0.542,"GCN1 sgRNA 3,4"
AGBL5,-0.401,-0.543,"GCN1 sgRNA 3,4"
LAMP2,-0.652,-0.543,"GCN1 sgRNA 3,4"
ENTPD7,-0.259,-0.543,"GCN1 sgRNA 3,4"
NELL2,-0.423,-0.543,"GCN1 sgRNA 3,4"
LRRC49,-0.139,-0.543,"GCN1 sgRNA 3,4"
AXIN1,-0.6,-0.543,"GCN1 sgRNA 3,4"
CRIPT,-0.977,-0.544,"GCN1 sgRNA 3,4"
STK32C,0.178,-0.544,"GCN1 sgRNA 3,4"
BCL7A,-0.804,-0.544,"GCN1 sgRNA 3,4"
SLC39A11,0.032,-0.544,"GCN1 sgRNA 3,4"
ATRN,-0.423,-0.544,"GCN1 sgRNA 3,4"
MICALL1,-0.577,-0.544,"GCN1 sgRNA 3,4"
ST3GAL5,0.329,-0.545,"GCN1 sgRNA 3,4"
SCARB1,-0.369,-0.545,"GCN1 sgRNA 3,4"
PIK3C2B,0.648,-0.546,"GCN1 sgRNA 3,4"
MFSD1,-0.439,-0.546,"GCN1 sgRNA 3,4"
GYG2,-0.372,-0.546,"GCN1 sgRNA 3,4"
FLOT2,-0.217,-0.546,"GCN1 sgRNA 3,4"
WDR41,-0.224,-0.547,"GCN1 sgRNA 3,4"
EN2,-0.918,-0.547,"GCN1 sgRNA 3,4"
ATXN7L3B,-0.464,-0.547,"GCN1 sgRNA 3,4"
RAB34,-0.321,-0.547,"GCN1 sgRNA 3,4"
FAM217B,0.199,-0.547,"GCN1 sgRNA 3,4"
ABHD17A,-0.54,-0.547,"GCN1 sgRNA 3,4"
PBXIP1,-0.651,-0.548,"GCN1 sgRNA 3,4"
VKORC1L1,-0.565,-0.548,"GCN1 sgRNA 3,4"
EEF1A1,-0.666,-0.549,"GCN1 sgRNA 3,4"
SIRT5,-0.029,-0.549,"GCN1 sgRNA 3,4"
GOLM1,-0.439,-0.549,"GCN1 sgRNA 3,4"
ALX4,0.148,-0.549,"GCN1 sgRNA 3,4"
SAC3D1,-0.015,-0.55,"GCN1 sgRNA 3,4"
PRNP,-0.094,-0.55,"GCN1 sgRNA 3,4"
IFT27,-0.609,-0.55,"GCN1 sgRNA 3,4"
SELENON,-0.58,-0.551,"GCN1 sgRNA 3,4"
ATP2C1,-0.29,-0.551,"GCN1 sgRNA 3,4"
OGFRL1,-0.365,-0.551,"GCN1 sgRNA 3,4"
RTN4IP1,-0.187,-0.551,"GCN1 sgRNA 3,4"
GALNT11,-0.27,-0.551,"GCN1 sgRNA 3,4"
PLBD2,-0.189,-0.551,"GCN1 sgRNA 3,4"
TM7SF3,0.062,-0.552,"GCN1 sgRNA 3,4"
CNP,-0.353,-0.552,"GCN1 sgRNA 3,4"
CDK18,-0.101,-0.553,"GCN1 sgRNA 3,4"
HEBP2,-0.584,-0.553,"GCN1 sgRNA 3,4"
CIBAR1,-0.015,-0.553,"GCN1 sgRNA 3,4"
CPT1A,-0.033,-0.553,"GCN1 sgRNA 3,4"
ARF3,-0.593,-0.553,"GCN1 sgRNA 3,4"
RSAD1,-0.17,-0.553,"GCN1 sgRNA 3,4"
GTF2H5,-0.674,-0.554,"GCN1 sgRNA 3,4"
UCK2,-0.52,-0.555,"GCN1 sgRNA 3,4"
JAK1,-0.864,-0.555,"GCN1 sgRNA 3,4"
TRAK2,-0.333,-0.555,"GCN1 sgRNA 3,4"
CYP4V2,0.199,-0.555,"GCN1 sgRNA 3,4"
MFHAS1,0.008,-0.555,"GCN1 sgRNA 3,4"
TMEM132A,-0.824,-0.555,"GCN1 sgRNA 3,4"
TARDBP,-0.509,-0.556,"GCN1 sgRNA 3,4"
WASHC5,-0.468,-0.556,"GCN1 sgRNA 3,4"
FOXJ2,0.331,-0.556,"GCN1 sgRNA 3,4"
RAB31,-0.278,-0.556,"GCN1 sgRNA 3,4"
EGLN1,-0.41,-0.557,"GCN1 sgRNA 3,4"
HSPD1,-0.648,-0.557,"GCN1 sgRNA 3,4"
CCDC74A,-0.133,-0.557,"GCN1 sgRNA 3,4"
TRIQK,-0.132,-0.557,"GCN1 sgRNA 3,4"
SLC44A1,-0.154,-0.557,"GCN1 sgRNA 3,4"
FRMD4A,0.17,-0.557,"GCN1 sgRNA 3,4"
CFL2,-0.17,-0.557,"GCN1 sgRNA 3,4"
TMEM177,-0.498,-0.558,"GCN1 sgRNA 3,4"
BTD,-0.653,-0.558,"GCN1 sgRNA 3,4"
APOO,-0.469,-0.558,"GCN1 sgRNA 3,4"
ZNF618,0.112,-0.558,"GCN1 sgRNA 3,4"
TMEM126A,-0.813,-0.558,"GCN1 sgRNA 3,4"
SEC11C,-0.614,-0.558,"GCN1 sgRNA 3,4"
TMEM109,-0.446,-0.559,"GCN1 sgRNA 3,4"
TMOD2,-0.407,-0.559,"GCN1 sgRNA 3,4"
NCK2,-0.045,-0.56,"GCN1 sgRNA 3,4"
TSPAN5,0.009,-0.56,"GCN1 sgRNA 3,4"
HMGCR,-0.665,-0.56,"GCN1 sgRNA 3,4"
TMEM14B,-0.667,-0.56,"GCN1 sgRNA 3,4"
SPON1,-0.355,-0.56,"GCN1 sgRNA 3,4"
RNF41,-0.582,-0.56,"GCN1 sgRNA 3,4"
SUMO3,-0.438,-0.56,"GCN1 sgRNA 3,4"
SEC61A1,-0.689,-0.561,"GCN1 sgRNA 3,4"
EMC4,-0.648,-0.561,"GCN1 sgRNA 3,4"
PDK3,-0.453,-0.562,"GCN1 sgRNA 3,4"
SARAF,-0.516,-0.562,"GCN1 sgRNA 3,4"
PRDX3,-0.678,-0.562,"GCN1 sgRNA 3,4"
TOMM22,-0.745,-0.562,"GCN1 sgRNA 3,4"
RELL1,-0.673,-0.563,"GCN1 sgRNA 3,4"
FHOD1,-0.094,-0.563,"GCN1 sgRNA 3,4"
SEC14L1,-0.472,-0.563,"GCN1 sgRNA 3,4"
CXADR,-0.093,-0.563,"GCN1 sgRNA 3,4"
BRWD3,-0.634,-0.564,"GCN1 sgRNA 3,4"
ME2,-0.569,-0.564,"GCN1 sgRNA 3,4"
RAB4A,-0.729,-0.565,"GCN1 sgRNA 3,4"
HIBCH,-0.084,-0.565,"GCN1 sgRNA 3,4"
COMMD8,-0.343,-0.565,"GCN1 sgRNA 3,4"
CYFIP2,-0.4,-0.565,"GCN1 sgRNA 3,4"
AGAP3,-0.282,-0.566,"GCN1 sgRNA 3,4"
B3GLCT,-0.165,-0.566,"GCN1 sgRNA 3,4"
LMBR1,-0.696,-0.567,"GCN1 sgRNA 3,4"
ABHD2,-0.403,-0.567,"GCN1 sgRNA 3,4"
MPG,-0.644,-0.567,"GCN1 sgRNA 3,4"
TMEM127,-0.917,-0.568,"GCN1 sgRNA 3,4"
C11orf71,-0.229,-0.568,"GCN1 sgRNA 3,4"
MRAS,0.353,-0.569,"GCN1 sgRNA 3,4"
ACSL1,-0.601,-0.569,"GCN1 sgRNA 3,4"
NXT2,-0.468,-0.569,"GCN1 sgRNA 3,4"
CTBP2,-0.179,-0.569,"GCN1 sgRNA 3,4"
LITAF,-0.202,-0.569,"GCN1 sgRNA 3,4"
RPS3A,-0.868,-0.57,"GCN1 sgRNA 3,4"
GSTM3,-0.516,-0.571,"GCN1 sgRNA 3,4"
CPE,-0.281,-0.571,"GCN1 sgRNA 3,4"
SH3PXD2B,-0.591,-0.571,"GCN1 sgRNA 3,4"
NEIL2,-0.309,-0.571,"GCN1 sgRNA 3,4"
PGM1,-0.268,-0.572,"GCN1 sgRNA 3,4"
FAXC,0.104,-0.572,"GCN1 sgRNA 3,4"
WNT10B,0.245,-0.572,"GCN1 sgRNA 3,4"
GNS,-0.348,-0.572,"GCN1 sgRNA 3,4"
CRISPLD1,-0.274,-0.573,"GCN1 sgRNA 3,4"
SEPTIN8,-0.23,-0.574,"GCN1 sgRNA 3,4"
ATP6AP2,-0.635,-0.574,"GCN1 sgRNA 3,4"
ZDHHC16,-0.405,-0.574,"GCN1 sgRNA 3,4"
PKD1,-0.917,-0.574,"GCN1 sgRNA 3,4"
SLC27A5,-0.932,-0.574,"GCN1 sgRNA 3,4"
CDKN2C,0.111,-0.575,"GCN1 sgRNA 3,4"
ATP1B3,-0.565,-0.575,"GCN1 sgRNA 3,4"
SSR3,-0.349,-0.575,"GCN1 sgRNA 3,4"
SERPINB6,-0.251,-0.575,"GCN1 sgRNA 3,4"
EEPD1,-0.257,-0.575,"GCN1 sgRNA 3,4"
MYO1C,-0.512,-0.575,"GCN1 sgRNA 3,4"
LACTB,-0.181,-0.576,"GCN1 sgRNA 3,4"
SYNGR1,-0.655,-0.576,"GCN1 sgRNA 3,4"
SH3BGRL3,-0.692,-0.577,"GCN1 sgRNA 3,4"
PRKACB,-0.52,-0.577,"GCN1 sgRNA 3,4"
BTBD9,-0.139,-0.577,"GCN1 sgRNA 3,4"
TRIM3,0.145,-0.577,"GCN1 sgRNA 3,4"
ZNF32,-0.434,-0.577,"GCN1 sgRNA 3,4"
MAPK12,-0.209,-0.577,"GCN1 sgRNA 3,4"
CHPF,-0.748,-0.578,"GCN1 sgRNA 3,4"
IAH1,-0.444,-0.578,"GCN1 sgRNA 3,4"
PABIR2,-0.618,-0.578,"GCN1 sgRNA 3,4"
LYN,-0.495,-0.578,"GCN1 sgRNA 3,4"
